tweet_id,tweet_text,label_text
921420883675230208,Pet resources for California fire evacuees https://t.co/rt1q3A246P https://t.co/6KRwEgIToD,rescue_volunteering_or_donation_effort
919783359500337152,Bernese mountain dog emerges alive and happy from California wildfire á½ƒ6á½’5á½„Dá½ 1 https://t.co/S6WXXSzAyG https://t.co/l8icAJvFAX,affected_individuals
920156257964711936,Fargo Invaders Raising Money for Wildfire Victims in California - KVRR Local News https://t.co/xkw47SEVTm https://t.co/bBMI5gznSy,rescue_volunteering_or_donation_effort
917924652915273733,"California Wine Country Ravaged by Fires That Have Forced Evacuations of 25,000 Peopleâ€¦ https://t.co/00mSe36pRN https://t.co/OLPAElOxg7",rescue_volunteering_or_donation_effort
919784701656625152,Boise man thankful after neighbor saves mother's home from California wildfire https://t.co/rQzVHWfuYX https://t.co/uRX0pBhmn0,affected_individuals
919684718664101888,New York State Dispatches Crew To Help Contain CaliforniaÂ Wildfires https://t.co/9A2qmFFi46 https://t.co/iZajqbQAlP,rescue_volunteering_or_donation_effort
921452372861313025,Property lost to California wildfires exceeds $1B https://t.co/il2ZG8uEGS,infrastructure_and_utility_damage
920084222710185984,San Diegan organizes relief drive for California fire victims https://t.co/qWxBaKNKqV https://t.co/OcBlLZrEiH,rescue_volunteering_or_donation_effort
918082606545039360,"California wildfires: 180 people still unaccounted for; 2,000 structures burned https://t.co/hnoKRPgkzy https://t.co/57fPOy7IFZ",infrastructure_and_utility_damage
920969448823099392,US vets save Koi from California wildfires https://t.co/pIXMHu2ng8 https://t.co/CrLUHFWQTi,rescue_volunteering_or_donation_effort
923070534266613760,Contractor building á½„D three tiny homes á¼¾0 to help California wildfire á½’5Â victims https://t.co/cCdToGj09x https://t.co/17TW5HF0ub,rescue_volunteering_or_donation_effort
917835067069788162,"Couple, ages 100 and 98, die in CaliforniaÂ wildfire https://t.co/KiNLo4LaVn https://t.co/qnJLB4EEvh",injured_or_dead_people
918273286248599552,"We had 5 minutes to escape, victim says https://t.co/0USn4HmfMZ https://t.co/t1c5HQrKBI",affected_individuals
920428996029947905,#poundWISHES is helping #animals affected by the #SonomaFires Click here to help: https://t.co/GcG5xtRgrJ https://t.co/ZOjPWFVuw7,rescue_volunteering_or_donation_effort
917972593789063170,Luther Burbank Center Heavily Damaged by California Wildfire by SOPAN DEB via NYT https://t.co/VQrr7mLwNa https://t.co/sB2CGMlFWV,infrastructure_and_utility_damage
919646462341992448,"Trump sent 576,000,000$ to California to help the wildfire situation. Fake news says heâ€™s ignoring them. https://t.co/tN0iYkDxnL",rescue_volunteering_or_donation_effort
920009550207500288,#Chive Guy Fieri feeds BBQ to thousands of California fire victims https://t.co/bzwdcEVmo8 #DerangedRadio https://t.co/w1EOitv7bs,rescue_volunteering_or_donation_effort
920036925720768512,MQ-9 UAS Used to Support Fire Fighting Efforts in NorthernÂ California https://t.co/5ByU3I9UDV https://t.co/XCWxN0KptJ,rescue_volunteering_or_donation_effort
919570320381505536,'A horror no one could have imagined': California wildfires kill 40 https://t.co/PjNR4fVX4g https://t.co/1iE5hmPDuC,injured_or_dead_people
920735469029036032,DEATH TOLL: 40 DEAD IN CALIFORNIA WILDFIRES â€œALLEGEDLYâ€ STARTED BY ILLEGAL ALIEN; ALMOST 200 MISSING https://t.co/xFQVh9DiID,injured_or_dead_people
917809119310041089,RT @TPM: Hundreds more firefighters deploy to battle deadly wildfires in California https://t.co/tZAuxT3Mx7 https://t.co/skuo4tHrWo,rescue_volunteering_or_donation_effort
922765182794895360,"Free Store Opens In #Healdsburg For #FireÂ Victims: https://t.co/Z6hhGJdsgP, https://t.co/Zsp8yfvd4T https://t.co/dnVKdlra43",affected_individuals
920817057486254080,"#Iowa #Volunteer Among Those Helping #Fire #Victims Pick: https://t.co/55xL6e6a39, https://t.co/Zsp8yfvd4T https://t.co/PxI79nxJfu",rescue_volunteering_or_donation_effort
918360152255983618,USA: Napa Valley vineyards and wineries hit hard by California wildfires https://t.co/xuK5R1ki6Q https://t.co/1t0xx5Q1FE,infrastructure_and_utility_damage
917794580728295424,More than 100 missing persons reports made in CaliforniaÂ wildfires https://t.co/614UWl30MO https://t.co/CBuNhzQ5xf,missing_or_found_people
919646510865965056,"RT @EvanSernoffsky: Very sad update: Mike Grabow, 40, confirmed dead in #TubbsFire #RIP https://t.co/nMTyZ27QXe https://t.co/1KieRumAiJ",injured_or_dead_people
922976152234360832,6 SF fundraisers to help victims of the NorCal wildfires https://t.co/w0MKQHYjTV #calfire #firerelief https://t.co/Qvuedl3giy,rescue_volunteering_or_donation_effort
917915442085163008,Texas helping battle wildfires in California https://t.co/HlJqL5dLW5 https://t.co/fmDfF9CCS7,rescue_volunteering_or_donation_effort
923030141713838081,@s4646ss @berkeleyside looks like a garage fire in Allston at California https://t.co/Gmtkrjh3Ef,infrastructure_and_utility_damage
917925914914295808,California wildfires now among deadliest in US history https://t.co/Q8OPRYbVDZ https://t.co/POsSzWr5Jx,infrastructure_and_utility_damage
920048678252855296,Joseph Sciambra &amp; Family Lost Their Home and All Their Material Goods in a Californiaâ€¦ https://t.co/tUqbBepZAG https://t.co/jskO6xXGJB,affected_individuals
923464198738382848,Chipotle Restaurants in Sacramento to Donate Proceeds to Fire... https://t.co/Q5vhrRfBAB via @FOX40 https://t.co/NeHa2r3QuO,rescue_volunteering_or_donation_effort
921459303453569024,"Losses From California Wildfires Top $1 Billion, Expected to Rise 'Dramatically' https://t.co/u01pB7Vpyy https://t.co/Skr5jgG7WZ",infrastructure_and_utility_damage
922611855843037184,The full extent of the fire damages to California cannabis farmers https://t.co/XiQLGz6hfs https://t.co/woiMBUtbhf,infrastructure_and_utility_damage
